Unit,,F,f_contrast,Score,f_gj,Score
安德鲁,,4,2,-0.3222,2,0.3222
达尔,,4,2,-0.3222,2,0.3222
飞,,4,2,-0.3222,2,0.3222
间接,,4,2,-0.3222,2,0.3222
重型,,4,2,-0.3222,2,0.3222
监控,,4,2,-0.3222,2,0.3222
经济部长,,4,2,-0.3222,2,0.3222
选出,,4,2,-0.3222,2,0.3222
中间派,,4,2,-0.3222,2,0.3222
德新社,,4,2,-0.3222,2,0.3222
大佬,,4,2,-0.3222,2,0.3222
议院,,4,2,-0.3222,2,0.3222
日报,,4,2,-0.3222,2,0.3222
伊朗核,,4,2,-0.3222,2,0.3222
牵头,,4,2,-0.3222,2,0.3222
消防员,,4,2,-0.3222,2,0.3222
陷入困境,,4,2,-0.3222,2,0.3222
短缺,,4,2,-0.3222,2,0.3222
就职,,4,2,-0.3222,2,0.3222
摆脱,,4,2,-0.3222,2,0.3222
起诉,,4,2,-0.3222,2,0.3222
致,,4,2,-0.3222,2,0.3222
西南部,,4,2,-0.3222,2,0.3222
而后,,4,2,-0.3222,2,0.3222
更换,,4,2,-0.3222,2,0.3222
高于,,4,2,-0.3222,2,0.3222
出台,,4,2,-0.3222,2,0.3222
抓捕,,4,2,-0.3222,2,0.3222
身边,,4,2,-0.3222,2,0.3222
700,,4,2,-0.3222,2,0.3222
停,,4,2,-0.3222,2,0.3222
住,,4,2,-0.3222,2,0.3222
欧洲各国,,4,2,-0.3222,2,0.3222
政局,,4,2,-0.3222,2,0.3222
剩下,,4,2,-0.3222,2,0.3222
奢侈品,,4,2,-0.3222,2,0.3222
孤立,,4,2,-0.3222,2,0.3222
策略,,4,2,-0.3222,2,0.3222
一是,,4,2,-0.3222,2,0.3222
二是,,4,2,-0.3222,2,0.3222
博弈,,4,2,-0.3222,2,0.3222
担当,,4,2,-0.3222,2,0.3222
旗帜,,4,2,-0.3222,2,0.3222
社会保障,,4,2,-0.3222,2,0.3222
反对票,,4,2,-0.3222,2,0.3222
获悉,,4,2,-0.3222,2,0.3222
总数,,4,2,-0.3222,2,0.3222
透明,,4,2,-0.3222,2,0.3222
发言,,4,2,-0.3222,2,0.3222
乃至,,4,2,-0.3222,2,0.3222
多方面,,4,2,-0.3222,2,0.3222
流光溢彩,,4,2,-0.3222,2,0.3222
路边,,4,2,-0.3222,2,0.3222
说道,,4,2,-0.3222,2,0.3222
平日,,4,2,-0.3222,2,0.3222
实在,,4,2,-0.3222,2,0.3222
大陆,,4,2,-0.3222,2,0.3222
商场,,4,2,-0.3222,2,0.3222
老百姓,,4,2,-0.3222,2,0.3222
段,,4,2,-0.3222,2,0.3222
现金,,4,2,-0.3222,2,0.3222
现阶段,,4,2,-0.3222,2,0.3222
格外,,4,2,-0.3222,2,0.3222
投,,4,2,-0.3222,2,0.3222
不知,,4,2,-0.3222,2,0.3222
专注,,4,2,-0.3222,2,0.3222
久,,4,2,-0.3222,2,0.3222
集合,,4,2,-0.3222,2,0.3222
得出,,4,2,-0.3222,2,0.3222
称之为,,4,2,-0.3222,2,0.3222
围堵,,4,2,-0.3222,2,0.3222
听取,,4,2,-0.3222,2,0.3222
重返,,4,2,-0.3222,2,0.3222
纽约时报,,4,2,-0.3222,2,0.3222
自其,,4,2,-0.3222,2,0.3222
亲密,,4,2,-0.3222,2,0.3222
波及,,4,2,-0.3222,2,0.3222
这封,,4,2,-0.3222,2,0.3222
绝不会,,4,2,-0.3222,2,0.3222
因在,,4,2,-0.3222,2,0.3222
捷克,,4,2,-0.3222,2,0.3222
第二天,,4,2,-0.3222,2,0.3222
备受,,4,2,-0.3222,2,0.3222
国内外,,4,2,-0.3222,2,0.3222
搭载,,4,2,-0.3222,2,0.3222
驻外,,4,2,-0.3222,2,0.3222
重建,,4,2,-0.3222,2,0.3222
巩固,,4,2,-0.3222,2,0.3222
无论是,,4,2,-0.3222,2,0.3222
外长,,4,2,-0.3222,2,0.3222
受益,,4,2,-0.3222,2,0.3222
瞬间,,4,2,-0.3222,2,0.3222
中断,,4,2,-0.3222,2,0.3222
迈克尔,,4,2,-0.3222,2,0.3222
废除,,4,2,-0.3222,2,0.3222
驶向,,4,2,-0.3222,2,0.3222
承受,,4,2,-0.3222,2,0.3222
媒体报道,,36,22,-0.3187,14,0.3187
强烈,,28,17,-0.318,11,0.318
压力,,28,17,-0.318,11,0.318
责任,,12,7,-0.3175,5,0.3175
削弱,,12,7,-0.3175,5,0.3175
200,,12,7,-0.3175,5,0.3175
上升,,12,7,-0.3175,5,0.3175
日益,,12,7,-0.3175,5,0.3175
总统府,,12,7,-0.3175,5,0.3175
运输,,12,7,-0.3175,5,0.3175
紧张,,12,7,-0.3175,5,0.3175
罕见,,12,7,-0.3175,5,0.3175
农民,,12,7,-0.3175,5,0.3175
从未,,12,7,-0.3175,5,0.3175
36,,12,7,-0.3175,5,0.3175
预测,,20,12,-0.3174,8,0.3174
内,,71,44,-0.3113,27,0.3113
将,,799,501,-0.3058,298,0.3058
之一,,39,24,-0.3044,15,0.3044
及其,,23,14,-0.2987,9,0.2987
实现,,23,14,-0.2987,9,0.2987
7,,101,63,-0.2978,38,0.2978
由于,,58,36,-0.2971,22,0.2971
面临,,50,31,-0.2945,19,0.2945
一处,,15,9,-0.2941,6,0.2941
大使馆,,15,9,-0.2941,6,0.2941
撤离,,15,9,-0.2941,6,0.2941
这个,,69,43,-0.2895,26,0.2895
周围,,7,4,-0.2855,3,0.2855
台,,7,4,-0.2855,3,0.2855
长达,,7,4,-0.2855,3,0.2855
詹姆斯,,7,4,-0.2855,3,0.2855
频繁,,7,4,-0.2855,3,0.2855
负面,,7,4,-0.2855,3,0.2855
即便,,7,4,-0.2855,3,0.2855
供应,,7,4,-0.2855,3,0.2855
预防,,7,4,-0.2855,3,0.2855
说服,,7,4,-0.2855,3,0.2855
保守派,,7,4,-0.2855,3,0.2855
基地,,7,4,-0.2855,3,0.2855
65,,7,4,-0.2855,3,0.2855
发,,7,4,-0.2855,3,0.2855
有望,,7,4,-0.2855,3,0.2855
更大,,7,4,-0.2855,3,0.2855
工程,,7,4,-0.2855,3,0.2855
增派,,7,4,-0.2855,3,0.2855
挑衅,,7,4,-0.2855,3,0.2855
胜利,,7,4,-0.2855,3,0.2855
终于,,7,4,-0.2855,3,0.2855
认同,,7,4,-0.2855,3,0.2855
阻碍,,7,4,-0.2855,3,0.2855
等等,,7,4,-0.2855,3,0.2855
根本,,7,4,-0.2855,3,0.2855
商户,,7,4,-0.2855,3,0.2855
后门,,7,4,-0.2855,3,0.2855
罗燕,,7,4,-0.2855,3,0.2855
之后,,45,28,-0.2798,17,0.2798
当,,18,11,-0.2757,7,0.2757
旨在,,18,11,-0.2757,7,0.2757
不再,,18,11,-0.2757,7,0.2757
能力,,18,11,-0.2757,7,0.2757
领袖,,18,11,-0.2757,7,0.2757
意味着,,18,11,-0.2757,7,0.2757
左右,,18,11,-0.2757,7,0.2757
机制,,18,11,-0.2757,7,0.2757
有人,,18,11,-0.2757,7,0.2757
关于,,18,11,-0.2757,7,0.2757
移民,,37,23,-0.2752,14,0.2752
14,,83,52,-0.2746,31,0.2746
均,,29,18,-0.2691,11,0.2691
不断,,40,25,-0.2639,15,0.2639
不得,,10,6,-0.263,4,0.263
是因为,,10,6,-0.263,4,0.263
允许,,10,6,-0.263,4,0.263
危险,,10,6,-0.263,4,0.263
若,,10,6,-0.263,4,0.263
经验,,10,6,-0.263,4,0.263
任,,10,6,-0.263,4,0.263
别,,10,6,-0.263,4,0.263
顾问,,10,6,-0.263,4,0.263
意图,,10,6,-0.263,4,0.263
今后,,10,6,-0.263,4,0.263
气氛,,10,6,-0.263,4,0.263
党魁,,10,6,-0.263,4,0.263
农村,,10,6,-0.263,4,0.263
薪酬,,10,6,-0.263,4,0.263
整个,,21,13,-0.2606,8,0.2606
大国,,21,13,-0.2606,8,0.2606
视频,,32,20,-0.2571,12,0.2571
投资,,32,20,-0.2571,12,0.2571
为期,,13,8,-0.2466,5,0.2466
另据,,13,8,-0.2466,5,0.2466
后果,,13,8,-0.2466,5,0.2466
长,,13,8,-0.2466,5,0.2466
独立,,13,8,-0.2466,5,0.2466
较,,13,8,-0.2466,5,0.2466
以上,,13,8,-0.2466,5,0.2466
星期,,13,8,-0.2466,5,0.2466
兼,,16,10,-0.2336,6,0.2336
日至,,16,10,-0.2336,6,0.2336
提升,,16,10,-0.2336,6,0.2336
表现,,16,10,-0.2336,6,0.2336
购买,,16,10,-0.2336,6,0.2336
任期,,16,10,-0.2336,6,0.2336
外,,16,10,-0.2336,6,0.2336
第一次,,16,10,-0.2336,6,0.2336
谁,,16,10,-0.2336,6,0.2336
涌,,2,1,-0.2177,1,0.2177
事故现场,,2,1,-0.2177,1,0.2177
加之,,2,1,-0.2177,1,0.2177
实地,,2,1,-0.2177,1,0.2177
理念,,2,1,-0.2177,1,0.2177
多米尼克,,2,1,-0.2177,1,0.2177
微弱,,2,1,-0.2177,1,0.2177
遵循,,2,1,-0.2177,1,0.2177
直至,,2,1,-0.2177,1,0.2177
新规,,2,1,-0.2177,1,0.2177
他人,,2,1,-0.2177,1,0.2177
挣扎,,2,1,-0.2177,1,0.2177
收押,,2,1,-0.2177,1,0.2177
英雄,,2,1,-0.2177,1,0.2177
浙江,,2,1,-0.2177,1,0.2177
理查德,,2,1,-0.2177,1,0.2177
喷出,,2,1,-0.2177,1,0.2177
谣言,,2,1,-0.2177,1,0.2177
地理,,2,1,-0.2177,1,0.2177
分布,,2,1,-0.2177,1,0.2177
空,,2,1,-0.2177,1,0.2177
不惜,,2,1,-0.2177,1,0.2177
这块,,2,1,-0.2177,1,0.2177
回归,,2,1,-0.2177,1,0.2177
广泛支持,,2,1,-0.2177,1,0.2177
施罗德,,2,1,-0.2177,1,0.2177
1945,,2,1,-0.2177,1,0.2177
49,,2,1,-0.2177,1,0.2177
近年,,2,1,-0.2177,1,0.2177
分崩离析,,2,1,-0.2177,1,0.2177
排外,,2,1,-0.2177,1,0.2177
沈敏,,2,1,-0.2177,1,0.2177
部长级,,2,1,-0.2177,1,0.2177
异常,,2,1,-0.2177,1,0.2177
平复,,2,1,-0.2177,1,0.2177
着手,,2,1,-0.2177,1,0.2177
同月,,2,1,-0.2177,1,0.2177
肢体,,2,1,-0.2177,1,0.2177
耗费,,2,1,-0.2177,1,0.2177
大火,,2,1,-0.2177,1,0.2177
悲伤,,2,1,-0.2177,1,0.2177
缺陷,,2,1,-0.2177,1,0.2177
吨,,2,1,-0.2177,1,0.2177
决策,,2,1,-0.2177,1,0.2177
前列,,2,1,-0.2177,1,0.2177
最快,,2,1,-0.2177,1,0.2177
殃及,,2,1,-0.2177,1,0.2177
损毁,,2,1,-0.2177,1,0.2177
上百人,,2,1,-0.2177,1,0.2177
公共安全,,2,1,-0.2177,1,0.2177
自卫,,2,1,-0.2177,1,0.2177
中小企业,,2,1,-0.2177,1,0.2177
联通,,2,1,-0.2177,1,0.2177
受益者,,2,1,-0.2177,1,0.2177
贯穿,,2,1,-0.2177,1,0.2177
取暖,,2,1,-0.2177,1,0.2177
所作,,2,1,-0.2177,1,0.2177
青年,,2,1,-0.2177,1,0.2177
广播电台,,2,1,-0.2177,1,0.2177
搜查,,2,1,-0.2177,1,0.2177
走低,,2,1,-0.2177,1,0.2177
另据报道,,2,1,-0.2177,1,0.2177
前提,,2,1,-0.2177,1,0.2177
受挫,,2,1,-0.2177,1,0.2177
出卖,,2,1,-0.2177,1,0.2177
财经,,2,1,-0.2177,1,0.2177
段时间,,2,1,-0.2177,1,0.2177
悄然,,2,1,-0.2177,1,0.2177
超市,,2,1,-0.2177,1,0.2177
不高,,2,1,-0.2177,1,0.2177
求新,,2,1,-0.2177,1,0.2177
大都会,,2,1,-0.2177,1,0.2177
街边,,2,1,-0.2177,1,0.2177
执笔,,2,1,-0.2177,1,0.2177
千名,,2,1,-0.2177,1,0.2177
可望,,2,1,-0.2177,1,0.2177
尽量,,2,1,-0.2177,1,0.2177
行李,,2,1,-0.2177,1,0.2177
拉动,,2,1,-0.2177,1,0.2177
日渐式微,,2,1,-0.2177,1,0.2177
协调员,,2,1,-0.2177,1,0.2177
使用暴力,,2,1,-0.2177,1,0.2177
随机,,2,1,-0.2177,1,0.2177
审查,,2,1,-0.2177,1,0.2177
平稳,,2,1,-0.2177,1,0.2177
联合政府,,2,1,-0.2177,1,0.2177
财政预算,,2,1,-0.2177,1,0.2177
各党,,2,1,-0.2177,1,0.2177
强力,,2,1,-0.2177,1,0.2177
本应,,2,1,-0.2177,1,0.2177
换来,,2,1,-0.2177,1,0.2177
众人,,2,1,-0.2177,1,0.2177
过于,,2,1,-0.2177,1,0.2177
底线,,2,1,-0.2177,1,0.2177
业内人士,,2,1,-0.2177,1,0.2177
本报记者,,2,1,-0.2177,1,0.2177
境地,,2,1,-0.2177,1,0.2177
担负,,2,1,-0.2177,1,0.2177
万多,,2,1,-0.2177,1,0.2177
海湾,,2,1,-0.2177,1,0.2177
平凡,,2,1,-0.2177,1,0.2177
督促,,2,1,-0.2177,1,0.2177
版本,,2,1,-0.2177,1,0.2177
沉重打击,,2,1,-0.2177,1,0.2177
37,,2,1,-0.2177,1,0.2177
统计数据,,2,1,-0.2177,1,0.2177
咳嗽,,2,1,-0.2177,1,0.2177
进行谈判,,2,1,-0.2177,1,0.2177
残骸,,2,1,-0.2177,1,0.2177
时速,,2,1,-0.2177,1,0.2177
法军,,2,1,-0.2177,1,0.2177
通行,,2,1,-0.2177,1,0.2177
区别,,2,1,-0.2177,1,0.2177
何在,,2,1,-0.2177,1,0.2177
专业人士,,2,1,-0.2177,1,0.2177
绝大部分,,2,1,-0.2177,1,0.2177
指定,,2,1,-0.2177,1,0.2177
禁忌,,2,1,-0.2177,1,0.2177
多场,,2,1,-0.2177,1,0.2177
普及,,2,1,-0.2177,1,0.2177
有权,,2,1,-0.2177,1,0.2177
言,,2,1,-0.2177,1,0.2177
东欧国家,,2,1,-0.2177,1,0.2177
竞争,,2,1,-0.2177,1,0.2177
兴致勃勃,,2,1,-0.2177,1,0.2177
流动,,2,1,-0.2177,1,0.2177
史蒂夫,,2,1,-0.2177,1,0.2177
人流量,,2,1,-0.2177,1,0.2177
量,,2,1,-0.2177,1,0.2177
性质,,2,1,-0.2177,1,0.2177
对比,,2,1,-0.2177,1,0.2177
缩水,,2,1,-0.2177,1,0.2177
四分之三,,2,1,-0.2177,1,0.2177
抽签,,2,1,-0.2177,1,0.2177
门口,,2,1,-0.2177,1,0.2177
孙丁,,2,1,-0.2177,1,0.2177
金悦磊,,2,1,-0.2177,1,0.2177
两月,,2,1,-0.2177,1,0.2177
抛出,,2,1,-0.2177,1,0.2177
趋于,,2,1,-0.2177,1,0.2177
困难重重,,2,1,-0.2177,1,0.2177
政治势力,,2,1,-0.2177,1,0.2177
惨重,,2,1,-0.2177,1,0.2177
周边地区,,2,1,-0.2177,1,0.2177
果断,,2,1,-0.2177,1,0.2177
酿成,,2,1,-0.2177,1,0.2177
濒临,,2,1,-0.2177,1,0.2177
郑昊宁,,2,1,-0.2177,1,0.2177
损伤,,2,1,-0.2177,1,0.2177
参选,,2,1,-0.2177,1,0.2177
人均,,2,1,-0.2177,1,0.2177
料,,2,1,-0.2177,1,0.2177
与其,,2,1,-0.2177,1,0.2177
向前,,2,1,-0.2177,1,0.2177
家园,,2,1,-0.2177,1,0.2177
之夜,,2,1,-0.2177,1,0.2177
纷纷表示,,2,1,-0.2177,1,0.2177
纽带,,2,1,-0.2177,1,0.2177
运输量,,2,1,-0.2177,1,0.2177
餐食,,2,1,-0.2177,1,0.2177
扩展,,2,1,-0.2177,1,0.2177
痛苦,,2,1,-0.2177,1,0.2177
几次,,2,1,-0.2177,1,0.2177
不但,,2,1,-0.2177,1,0.2177
这条,,2,1,-0.2177,1,0.2177
超出,,2,1,-0.2177,1,0.2177
肩负,,2,1,-0.2177,1,0.2177
互访,,2,1,-0.2177,1,0.2177
法规,,2,1,-0.2177,1,0.2177
奉行,,2,1,-0.2177,1,0.2177
在我看来,,2,1,-0.2177,1,0.2177
权益,,2,1,-0.2177,1,0.2177
当月,,2,1,-0.2177,1,0.2177
渐渐,,2,1,-0.2177,1,0.2177
更多人,,2,1,-0.2177,1,0.2177
心里,,2,1,-0.2177,1,0.2177
一向,,2,1,-0.2177,1,0.2177
高潮,,2,1,-0.2177,1,0.2177
拉开,,2,1,-0.2177,1,0.2177
蓝色,,2,1,-0.2177,1,0.2177
愿望,,2,1,-0.2177,1,0.2177
160,,2,1,-0.2177,1,0.2177
下议院,,2,1,-0.2177,1,0.2177
拖延,,2,1,-0.2177,1,0.2177
平和,,2,1,-0.2177,1,0.2177
三种,,2,1,-0.2177,1,0.2177
之意,,2,1,-0.2177,1,0.2177
é,,2,1,-0.2177,1,0.2177
在意,,2,1,-0.2177,1,0.2177
怎么样,,2,1,-0.2177,1,0.2177
奋斗,,2,1,-0.2177,1,0.2177
对策,,2,1,-0.2177,1,0.2177
正面,,2,1,-0.2177,1,0.2177
刹车,,2,1,-0.2177,1,0.2177
说话,,2,1,-0.2177,1,0.2177
坦率地,,2,1,-0.2177,1,0.2177
自有,,2,1,-0.2177,1,0.2177
奖金,,2,1,-0.2177,1,0.2177
周三,,2,1,-0.2177,1,0.2177
平时,,2,1,-0.2177,1,0.2177
三,,2,1,-0.2177,1,0.2177
270,,2,1,-0.2177,1,0.2177
四处,,2,1,-0.2177,1,0.2177
颇,,2,1,-0.2177,1,0.2177
主编,,2,1,-0.2177,1,0.2177
街上,,2,1,-0.2177,1,0.2177
安静,,2,1,-0.2177,1,0.2177
多座,,2,1,-0.2177,1,0.2177
直播,,2,1,-0.2177,1,0.2177
有近,,2,1,-0.2177,1,0.2177
隶属于,,2,1,-0.2177,1,0.2177
伤亡,,2,1,-0.2177,1,0.2177
减轻,,2,1,-0.2177,1,0.2177
不合理,,2,1,-0.2177,1,0.2177
无理,,2,1,-0.2177,1,0.2177
社会制度,,2,1,-0.2177,1,0.2177
并于,,2,1,-0.2177,1,0.2177
做到,,2,1,-0.2177,1,0.2177
很小,,2,1,-0.2177,1,0.2177
远远不够,,2,1,-0.2177,1,0.2177
新低,,2,1,-0.2177,1,0.2177
维尔,,2,1,-0.2177,1,0.2177
名叫,,2,1,-0.2177,1,0.2177
赵建东,,2,1,-0.2177,1,0.2177
海岸,,2,1,-0.2177,1,0.2177
斯洛伐克,,2,1,-0.2177,1,0.2177
政治体制,,2,1,-0.2177,1,0.2177
种种,,2,1,-0.2177,1,0.2177
实质,,2,1,-0.2177,1,0.2177
强劲,,2,1,-0.2177,1,0.2177
路透,,2,1,-0.2177,1,0.2177
恰当,,2,1,-0.2177,1,0.2177
为何,,2,1,-0.2177,1,0.2177
梁毅,,2,1,-0.2177,1,0.2177
127,,2,1,-0.2177,1,0.2177
两位,,2,1,-0.2177,1,0.2177
王储,,2,1,-0.2177,1,0.2177
血液,,2,1,-0.2177,1,0.2177
更新,,2,1,-0.2177,1,0.2177
这番话,,2,1,-0.2177,1,0.2177
以防,,2,1,-0.2177,1,0.2177
印刷,,2,1,-0.2177,1,0.2177
致敬,,2,1,-0.2177,1,0.2177
当中,,2,1,-0.2177,1,0.2177
弱势群体,,2,1,-0.2177,1,0.2177
能源部,,2,1,-0.2177,1,0.2177
崔杰通,,2,1,-0.2177,1,0.2177
连锁,,2,1,-0.2177,1,0.2177
背叛,,2,1,-0.2177,1,0.2177
保卫,,2,1,-0.2177,1,0.2177
花费,,2,1,-0.2177,1,0.2177
波折,,2,1,-0.2177,1,0.2177
担负起,,2,1,-0.2177,1,0.2177
缩小,,2,1,-0.2177,1,0.2177
上次,,2,1,-0.2177,1,0.2177
禁区,,2,1,-0.2177,1,0.2177
丹尼尔,,2,1,-0.2177,1,0.2177
贝,,2,1,-0.2177,1,0.2177
美誉,,2,1,-0.2177,1,0.2177
安宁,,2,1,-0.2177,1,0.2177
人心,,2,1,-0.2177,1,0.2177
83,,2,1,-0.2177,1,0.2177
落幕,,2,1,-0.2177,1,0.2177
总干事,,2,1,-0.2177,1,0.2177
维尔纳,,2,1,-0.2177,1,0.2177
数十名,,2,1,-0.2177,1,0.2177
摆,,2,1,-0.2177,1,0.2177
单身,,2,1,-0.2177,1,0.2177
魏雪巍,,2,1,-0.2177,1,0.2177
彭博社,,2,1,-0.2177,1,0.2177
会否,,2,1,-0.2177,1,0.2177
星期天,,2,1,-0.2177,1,0.2177
频发,,2,1,-0.2177,1,0.2177
摄像头,,2,1,-0.2177,1,0.2177
特性,,2,1,-0.2177,1,0.2177
肆无忌惮,,2,1,-0.2177,1,0.2177
越大,,2,1,-0.2177,1,0.2177
清除,,2,1,-0.2177,1,0.2177
残酷,,2,1,-0.2177,1,0.2177
外贸,,2,1,-0.2177,1,0.2177
陆续,,2,1,-0.2177,1,0.2177
夸大,,2,1,-0.2177,1,0.2177
披上,,2,1,-0.2177,1,0.2177
香,,2,1,-0.2177,1,0.2177
根植,,2,1,-0.2177,1,0.2177
穿越,,2,1,-0.2177,1,0.2177
面具,,2,1,-0.2177,1,0.2177
当下,,2,1,-0.2177,1,0.2177
莫阿韦罗,,2,1,-0.2177,1,0.2177
庞大,,2,1,-0.2177,1,0.2177
这两项,,2,1,-0.2177,1,0.2177
七,,2,1,-0.2177,1,0.2177
边远,,2,1,-0.2177,1,0.2177
第一位,,2,1,-0.2177,1,0.2177
转动,,2,1,-0.2177,1,0.2177
艰苦,,2,1,-0.2177,1,0.2177
葡萄牙,,2,1,-0.2177,1,0.2177
1880,,2,1,-0.2177,1,0.2177
告终,,2,1,-0.2177,1,0.2177
矿业,,2,1,-0.2177,1,0.2177
百姓,,2,1,-0.2177,1,0.2177
多元化,,2,1,-0.2177,1,0.2177
装,,2,1,-0.2177,1,0.2177
一把,,2,1,-0.2177,1,0.2177
船舶,,2,1,-0.2177,1,0.2177
回来,,2,1,-0.2177,1,0.2177
适合,,2,1,-0.2177,1,0.2177
2007,,2,1,-0.2177,1,0.2177
就业机会,,2,1,-0.2177,1,0.2177
偏远地区,,2,1,-0.2177,1,0.2177
积累,,2,1,-0.2177,1,0.2177
中国社会科学院,,2,1,-0.2177,1,0.2177
产生分歧,,2,1,-0.2177,1,0.2177
日用,,2,1,-0.2177,1,0.2177
分摊,,2,1,-0.2177,1,0.2177
92,,2,1,-0.2177,1,0.2177
103,,2,1,-0.2177,1,0.2177
125,,2,1,-0.2177,1,0.2177
七成,,2,1,-0.2177,1,0.2177
基斯,,2,1,-0.2177,1,0.2177
拉罗,,2,1,-0.2177,1,0.2177
投机,,2,1,-0.2177,1,0.2177
所在地,,2,1,-0.2177,1,0.2177
别的,,2,1,-0.2177,1,0.2177
塔尔,,2,1,-0.2177,1,0.2177
建设项目,,2,1,-0.2177,1,0.2177
瓦尔,,2,1,-0.2177,1,0.2177
遇险,,2,1,-0.2177,1,0.2177
中学生,,2,1,-0.2177,1,0.2177
特派,,2,1,-0.2177,1,0.2177
对以,,2,1,-0.2177,1,0.2177
时称,,2,1,-0.2177,1,0.2177
弥漫,,2,1,-0.2177,1,0.2177
两场,,2,1,-0.2177,1,0.2177
这笔,,2,1,-0.2177,1,0.2177
双重国籍,,2,1,-0.2177,1,0.2177
粗暴,,2,1,-0.2177,1,0.2177
投资者,,2,1,-0.2177,1,0.2177
归根结底,,2,1,-0.2177,1,0.2177
买单,,2,1,-0.2177,1,0.2177
另一半,,2,1,-0.2177,1,0.2177
宣告,,2,1,-0.2177,1,0.2177
入不敷出,,2,1,-0.2177,1,0.2177
怼,,2,1,-0.2177,1,0.2177
傍晚,,2,1,-0.2177,1,0.2177
键,,2,1,-0.2177,1,0.2177
暂停营业,,2,1,-0.2177,1,0.2177
意想不到,,2,1,-0.2177,1,0.2177
缓兵之计,,2,1,-0.2177,1,0.2177
限度,,2,1,-0.2177,1,0.2177
弃权,,2,1,-0.2177,1,0.2177
扬言,,2,1,-0.2177,1,0.2177
战线,,2,1,-0.2177,1,0.2177
排斥,,2,1,-0.2177,1,0.2177
很少,,2,1,-0.2177,1,0.2177
日为,,2,1,-0.2177,1,0.2177
简短,,2,1,-0.2177,1,0.2177
历史学家,,2,1,-0.2177,1,0.2177
谦卑,,2,1,-0.2177,1,0.2177
赫伯特,,2,1,-0.2177,1,0.2177
深知,,2,1,-0.2177,1,0.2177
消失,,2,1,-0.2177,1,0.2177
现身,,2,1,-0.2177,1,0.2177
施暴,,2,1,-0.2177,1,0.2177
再起,,2,1,-0.2177,1,0.2177
劳动,,2,1,-0.2177,1,0.2177
强烈不满,,2,1,-0.2177,1,0.2177
密集,,2,1,-0.2177,1,0.2177
赶到,,5,3,-0.2123,2,0.2123
发来,,5,3,-0.2123,2,0.2123
签名,,5,3,-0.2123,2,0.2123
回,,5,3,-0.2123,2,0.2123
应有,,5,3,-0.2123,2,0.2123
为首,,5,3,-0.2123,2,0.2123
有意,,5,3,-0.2123,2,0.2123
按计划,,5,3,-0.2123,2,0.2123
级别,,5,3,-0.2123,2,0.2123
这会,,5,3,-0.2123,2,0.2123
掌控,,5,3,-0.2123,2,0.2123
短期,,5,3,-0.2123,2,0.2123
顺利,,5,3,-0.2123,2,0.2123
议会选举,,5,3,-0.2123,2,0.2123
待,,5,3,-0.2123,2,0.2123
出自,,5,3,-0.2123,2,0.2123
标题,,5,3,-0.2123,2,0.2123
级,,5,3,-0.2123,2,0.2123
恐怕,,5,3,-0.2123,2,0.2123
前后,,5,3,-0.2123,2,0.2123
时任,,5,3,-0.2123,2,0.2123
对象,,5,3,-0.2123,2,0.2123
搞,,5,3,-0.2123,2,0.2123
以外,,5,3,-0.2123,2,0.2123
专访,,5,3,-0.2123,2,0.2123
2022,,5,3,-0.2123,2,0.2123
看法,,5,3,-0.2123,2,0.2123
每次,,5,3,-0.2123,2,0.2123
采用,,5,3,-0.2123,2,0.2123
困扰,,5,3,-0.2123,2,0.2123
旅游业,,5,3,-0.2123,2,0.2123
奥,,5,3,-0.2123,2,0.2123
秀,,5,3,-0.2123,2,0.2123
其次,,5,3,-0.2123,2,0.2123
回家,,5,3,-0.2123,2,0.2123
次日,,5,3,-0.2123,2,0.2123
中国社科院,,5,3,-0.2123,2,0.2123
名义,,5,3,-0.2123,2,0.2123
不确定性,,5,3,-0.2123,2,0.2123
多月,,5,3,-0.2123,2,0.2123
黎明,,5,3,-0.2123,2,0.2123
共度,,5,3,-0.2123,2,0.2123
一门,,5,3,-0.2123,2,0.2123
感兴趣,,5,3,-0.2123,2,0.2123
礼物,,5,3,-0.2123,2,0.2123
每日,,5,3,-0.2123,2,0.2123
西,,5,3,-0.2123,2,0.2123
早前,,5,3,-0.2123,2,0.2123
之外,,5,3,-0.2123,2,0.2123
债务,,5,3,-0.2123,2,0.2123
容克,,5,3,-0.2123,2,0.2123
周边,,8,5,-0.2049,3,0.2049
当日,,8,5,-0.2049,3,0.2049
公告,,8,5,-0.2049,3,0.2049
原,,8,5,-0.2049,3,0.2049
人口,,8,5,-0.2049,3,0.2049
可怕,,8,5,-0.2049,3,0.2049
外媒,,8,5,-0.2049,3,0.2049
渠道,,8,5,-0.2049,3,0.2049
客人,,8,5,-0.2049,3,0.2049
深度,,8,5,-0.2049,3,0.2049
尊重,,8,5,-0.2049,3,0.2049
逐步,,8,5,-0.2049,3,0.2049
烟火,,8,5,-0.2049,3,0.2049
很快,,8,5,-0.2049,3,0.2049
争议,,8,5,-0.2049,3,0.2049
昨天,,8,5,-0.2049,3,0.2049
"""",,0,0,0,0,0
Gilets,,0,0,0,0,0
Jaunes,,0,0,0,0,0
dans,,0,0,0,0,0
la,,0,0,0,0,0
Presse,,0,0,0,0,0
chinoise,,0,0,0,0,0
de,,0,0,0,0,0
Chine,,0,0,0,0,0
continentale,,0,0,0,0,0
Chinese,,0,0,0,0,0
XU,,0,0,0,0,0
